lead_id,created_at,demo_scheduled_at,delay_hours,priority,parent_timezone,rep_assigned,rep_shift,follow_up_attempts,demo_joined,demo_completed,converted,action
L104724,2026-06-28 14:51:00,2026-07-04 07:32:00,136.68333333333334,HIGH,Asia/Ho_Chi_Minh,AD-04,US_SHIFT,1,N,N,N,Attempt to reschedule demo within 48h or escalate
L101665,2026-07-27 11:45:00,2026-08-02 04:17:00,136.53333333333333,HIGH,Europe/London,AD-02,US_SHIFT,4,N,N,N,Attempt to reschedule demo within 48h or escalate
L102544,2026-06-12 05:22:00,2026-06-17 21:17:00,135.91666666666666,HIGH,Asia/Ho_Chi_Minh,AD-12,US_SHIFT,0,N,N,N,Attempt to reschedule demo within 48h or escalate
L101803,2026-06-18 18:40:00,2026-06-24 10:34:00,135.9,HIGH,Asia/Ho_Chi_Minh,AD-07,IST_SHIFT,3,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L104156,2026-06-08 04:38:00,2026-06-13 20:27:00,135.81666666666666,HIGH,Asia/Ho_Chi_Minh,AD-02,US_SHIFT,4,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L102002,2026-07-02 06:04:00,2026-07-07 21:42:00,135.63333333333333,HIGH,Asia/Ho_Chi_Minh,AD-07,IST_SHIFT,3,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L103967,2026-06-14 03:39:00,2026-06-19 19:14:00,135.58333333333334,HIGH,America/New_York,AD-04,US_SHIFT,1,Y,Y,Y,Attempt to reschedule demo within 48h or escalate
L103714,2026-07-15 17:34:00,2026-07-21 09:06:00,135.53333333333333,HIGH,Asia/Kolkata,AD-08,IST_SHIFT,4,Y,Y,Y,Attempt to reschedule demo within 48h or escalate
L100295,2026-07-03 20:54:00,2026-07-09 12:16:00,135.36666666666667,HIGH,Europe/London,AD-10,SEA_SHIFT,2,N,N,N,Attempt to reschedule demo within 48h or escalate
L101256,2026-07-22 23:36:00,2026-07-28 14:42:00,135.1,HIGH,America/New_York,AD-05,IST_SHIFT,2,N,N,N,Attempt to reschedule demo within 48h or escalate
L104545,2026-07-14 19:17:00,2026-07-20 10:11:00,134.9,HIGH,Asia/Ho_Chi_Minh,AD-07,IST_SHIFT,1,N,N,N,Attempt to reschedule demo within 48h or escalate
L103017,2026-07-31 10:59:00,2026-08-06 01:51:00,134.86666666666667,HIGH,Asia/Singapore,AD-03,US_SHIFT,3,Y,N,N,Attempt to reschedule demo within 48h or escalate
L100982,2026-06-12 02:40:00,2026-06-17 17:15:00,134.58333333333334,HIGH,Asia/Kolkata,AD-10,SEA_SHIFT,3,N,N,N,Attempt to reschedule demo within 48h or escalate
L102365,2026-07-26 22:51:00,2026-08-01 13:20:00,134.48333333333332,HIGH,Asia/Ho_Chi_Minh,AD-01,US_SHIFT,5,Y,Y,Y,Attempt to reschedule demo within 48h or escalate
L102585,2026-06-30 02:59:00,2026-07-05 17:27:00,134.46666666666667,HIGH,America/New_York,AD-02,US_SHIFT,4,N,N,N,Attempt to reschedule demo within 48h or escalate
L103560,2026-06-16 15:11:00,2026-06-22 05:39:00,134.46666666666667,HIGH,America/New_York,AD-03,US_SHIFT,1,N,N,N,Attempt to reschedule demo within 48h or escalate
L104569,2026-06-05 03:07:00,2026-06-10 17:12:00,134.08333333333334,HIGH,Asia/Ho_Chi_Minh,AD-11,SEA_SHIFT,4,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L100218,2026-06-26 00:17:00,2026-07-01 14:13:00,133.93333333333334,HIGH,Australia/Sydney,AD-03,US_SHIFT,2,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L104704,2026-06-13 00:29:00,2026-06-18 14:20:00,133.85,HIGH,America/New_York,AD-02,US_SHIFT,2,N,N,N,Attempt to reschedule demo within 48h or escalate
L100420,2026-07-08 18:03:00,2026-07-14 07:48:00,133.75,HIGH,America/New_York,AD-04,US_SHIFT,2,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L104295,2026-07-15 13:17:00,2026-07-21 02:50:00,133.55,HIGH,America/New_York,AD-12,US_SHIFT,3,N,N,N,Attempt to reschedule demo within 48h or escalate
L100633,2026-06-26 04:40:00,2026-07-01 18:10:00,133.5,HIGH,Europe/London,AD-12,US_SHIFT,0,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L104376,2026-07-16 08:34:00,2026-07-21 21:59:00,133.41666666666666,HIGH,Asia/Dubai,AD-07,IST_SHIFT,1,N,N,N,Attempt to reschedule demo within 48h or escalate
L102018,2026-07-08 02:34:00,2026-07-13 15:55:00,133.35,HIGH,Asia/Kolkata,AD-10,SEA_SHIFT,5,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L102222,2026-06-02 10:59:00,2026-06-08 00:17:00,133.3,HIGH,Asia/Riyadh,AD-03,US_SHIFT,1,N,N,N,Attempt to reschedule demo within 48h or escalate
L104139,2026-07-26 00:58:00,2026-07-31 14:07:00,133.15,HIGH,America/New_York,AD-09,IST_SHIFT,0,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L102040,2026-07-11 20:28:00,2026-07-17 09:35:00,133.11666666666667,HIGH,Australia/Sydney,AD-04,US_SHIFT,2,N,N,N,Attempt to reschedule demo within 48h or escalate
L100058,2026-06-06 09:26:00,2026-06-11 22:10:00,132.73333333333332,HIGH,America/New_York,AD-01,US_SHIFT,4,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L100373,2026-06-17 12:40:00,2026-06-23 01:18:00,132.63333333333333,HIGH,America/New_York,AD-06,IST_SHIFT,1,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L100166,2026-06-23 20:04:00,2026-06-29 08:16:00,132.2,HIGH,Asia/Dubai,AD-08,IST_SHIFT,2,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L103205,2026-06-26 21:03:00,2026-07-02 09:13:00,132.16666666666666,HIGH,Asia/Ho_Chi_Minh,AD-04,US_SHIFT,2,N,N,N,Attempt to reschedule demo within 48h or escalate
L104078,2026-06-02 03:51:00,2026-06-07 15:59:00,132.13333333333333,HIGH,America/New_York,AD-01,US_SHIFT,4,N,N,N,Attempt to reschedule demo within 48h or escalate
L100431,2026-06-03 08:56:00,2026-06-08 20:56:00,132.0,HIGH,America/New_York,AD-01,US_SHIFT,3,N,N,N,Attempt to reschedule demo within 48h or escalate
L101243,2026-06-13 16:02:00,2026-06-19 03:59:00,131.95,HIGH,Asia/Riyadh,AD-09,IST_SHIFT,2,N,N,N,Attempt to reschedule demo within 48h or escalate
L104107,2026-07-08 20:58:00,2026-07-14 08:46:00,131.8,HIGH,America/New_York,AD-08,IST_SHIFT,1,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L103267,2026-07-14 14:38:00,2026-07-20 02:22:00,131.73333333333332,HIGH,America/New_York,AD-09,IST_SHIFT,3,N,N,N,Attempt to reschedule demo within 48h or escalate
L104575,2026-06-03 19:25:00,2026-06-09 07:02:00,131.61666666666667,HIGH,Europe/London,AD-08,IST_SHIFT,0,N,N,N,Attempt to reschedule demo within 48h or escalate
L102953,2026-06-04 06:04:00,2026-06-09 17:40:00,131.6,HIGH,Asia/Kolkata,AD-02,US_SHIFT,5,N,N,N,Attempt to reschedule demo within 48h or escalate
L103705,2026-07-31 17:33:00,2026-08-06 05:03:00,131.5,HIGH,America/New_York,AD-07,IST_SHIFT,2,N,N,N,Attempt to reschedule demo within 48h or escalate
L102441,2026-07-22 19:13:00,2026-07-28 06:39:00,131.43333333333334,HIGH,Europe/London,AD-06,IST_SHIFT,3,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L101729,2026-06-10 15:53:00,2026-06-16 03:12:00,131.31666666666666,HIGH,Asia/Riyadh,AD-02,US_SHIFT,5,N,N,N,Attempt to reschedule demo within 48h or escalate
L103103,2026-06-23 07:25:00,2026-06-28 18:43:00,131.3,HIGH,Asia/Dubai,AD-03,US_SHIFT,1,N,N,N,Attempt to reschedule demo within 48h or escalate
L103999,2026-07-19 07:45:00,2026-07-24 18:46:00,131.01666666666668,HIGH,Asia/Kolkata,AD-06,IST_SHIFT,2,N,N,N,Attempt to reschedule demo within 48h or escalate
L103403,2026-06-13 01:58:00,2026-06-18 12:59:00,131.01666666666668,HIGH,Asia/Singapore,AD-06,IST_SHIFT,4,N,N,N,Attempt to reschedule demo within 48h or escalate
L103380,2026-06-02 18:43:00,2026-06-08 05:40:00,130.95,HIGH,Asia/Dubai,AD-04,US_SHIFT,1,Y,Y,Y,Attempt to reschedule demo within 48h or escalate
L102066,2026-07-30 10:33:00,2026-08-04 21:18:00,130.75,HIGH,Australia/Sydney,AD-06,IST_SHIFT,3,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L102051,2026-06-23 00:53:00,2026-06-28 11:34:00,130.68333333333334,HIGH,America/New_York,AD-03,US_SHIFT,5,Y,Y,Y,Attempt to reschedule demo within 48h or escalate
L102851,2026-07-31 14:20:00,2026-08-06 00:59:00,130.65,HIGH,Asia/Ho_Chi_Minh,AD-06,IST_SHIFT,2,N,N,N,Attempt to reschedule demo within 48h or escalate
L104486,2026-06-09 06:33:00,2026-06-14 17:10:00,130.61666666666667,HIGH,Asia/Ho_Chi_Minh,AD-08,IST_SHIFT,3,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L101962,2026-07-17 19:50:00,2026-07-23 06:24:00,130.56666666666666,HIGH,Asia/Singapore,AD-11,SEA_SHIFT,5,N,N,N,Attempt to reschedule demo within 48h or escalate
L103348,2026-06-27 23:12:00,2026-07-03 09:43:00,130.51666666666668,HIGH,America/New_York,AD-02,US_SHIFT,5,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L101000,2026-07-14 18:49:00,2026-07-20 05:19:00,130.5,HIGH,Australia/Sydney,AD-07,IST_SHIFT,3,Y,Y,Y,Attempt to reschedule demo within 48h or escalate
L102103,2026-07-04 06:41:00,2026-07-09 17:06:00,130.41666666666666,HIGH,America/New_York,AD-02,US_SHIFT,1,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L100434,2026-07-17 12:09:00,2026-07-22 22:26:00,130.28333333333333,HIGH,America/New_York,AD-10,SEA_SHIFT,4,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L104977,2026-06-14 23:06:00,2026-06-20 09:06:00,130.0,HIGH,Asia/Kolkata,AD-11,SEA_SHIFT,3,N,N,N,Attempt to reschedule demo within 48h or escalate
L101629,2026-07-31 10:31:00,2026-08-05 20:28:00,129.95,HIGH,Asia/Ho_Chi_Minh,AD-12,US_SHIFT,4,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L101463,2026-06-24 02:00:00,2026-06-29 11:52:00,129.86666666666667,HIGH,Australia/Sydney,AD-06,IST_SHIFT,1,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L100535,2026-07-04 08:12:00,2026-07-09 18:03:00,129.85,HIGH,America/New_York,AD-02,US_SHIFT,1,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L100418,2026-07-23 09:35:00,2026-07-28 19:13:00,129.63333333333333,HIGH,Asia/Kolkata,AD-03,US_SHIFT,3,Y,Y,Y,Attempt to reschedule demo within 48h or escalate
L100772,2026-06-07 20:28:00,2026-06-13 06:01:00,129.55,HIGH,America/New_York,AD-10,SEA_SHIFT,4,N,N,N,Attempt to reschedule demo within 48h or escalate
L101819,2026-06-13 20:13:00,2026-06-19 05:42:00,129.48333333333332,HIGH,Asia/Singapore,AD-11,SEA_SHIFT,3,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L104147,2026-06-27 03:52:00,2026-07-02 13:06:00,129.23333333333332,HIGH,America/New_York,AD-10,SEA_SHIFT,2,N,N,N,Attempt to reschedule demo within 48h or escalate
L103626,2026-07-22 09:17:00,2026-07-27 18:21:00,129.06666666666666,HIGH,Asia/Riyadh,AD-06,IST_SHIFT,2,N,N,N,Attempt to reschedule demo within 48h or escalate
L100361,2026-06-16 21:23:00,2026-06-22 06:22:00,128.98333333333332,HIGH,America/New_York,AD-01,US_SHIFT,0,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L103931,2026-07-27 06:49:00,2026-08-01 15:40:00,128.85,HIGH,America/New_York,AD-05,IST_SHIFT,2,N,N,N,Attempt to reschedule demo within 48h or escalate
L100817,2026-07-16 16:10:00,2026-07-22 00:53:00,128.71666666666667,HIGH,Australia/Sydney,AD-11,SEA_SHIFT,2,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L100834,2026-06-08 09:49:00,2026-06-13 18:28:00,128.65,HIGH,Asia/Ho_Chi_Minh,AD-03,US_SHIFT,0,N,N,N,Attempt to reschedule demo within 48h or escalate
L104251,2026-06-02 00:51:00,2026-06-07 09:28:00,128.61666666666667,HIGH,Asia/Kolkata,AD-05,IST_SHIFT,2,N,N,N,Attempt to reschedule demo within 48h or escalate
L100838,2026-06-23 03:36:00,2026-06-28 12:12:00,128.6,HIGH,Asia/Riyadh,AD-03,US_SHIFT,1,N,N,N,Attempt to reschedule demo within 48h or escalate
L102421,2026-07-05 22:14:00,2026-07-11 06:45:00,128.51666666666668,HIGH,Australia/Sydney,AD-06,IST_SHIFT,0,N,N,N,Attempt to reschedule demo within 48h or escalate
L102481,2026-06-21 14:17:00,2026-06-26 22:46:00,128.48333333333332,HIGH,Asia/Kolkata,AD-03,US_SHIFT,4,N,N,N,Attempt to reschedule demo within 48h or escalate
L100244,2026-07-11 20:17:00,2026-07-17 04:43:00,128.43333333333334,HIGH,Asia/Kolkata,AD-01,US_SHIFT,3,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L102561,2026-07-30 01:38:00,2026-08-04 10:00:00,128.36666666666667,HIGH,Asia/Kolkata,AD-01,US_SHIFT,6,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L103912,2026-06-07 12:27:00,2026-06-12 20:47:00,128.33333333333334,HIGH,Australia/Sydney,AD-03,US_SHIFT,4,N,N,N,Attempt to reschedule demo within 48h or escalate
L102902,2026-07-25 15:14:00,2026-07-30 23:28:00,128.23333333333332,HIGH,Asia/Dubai,AD-08,IST_SHIFT,1,N,N,N,Attempt to reschedule demo within 48h or escalate
L102131,2026-07-16 05:59:00,2026-07-21 14:11:00,128.2,HIGH,America/New_York,AD-12,US_SHIFT,1,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L101249,2026-06-30 01:40:00,2026-07-05 09:36:00,127.93333333333334,HIGH,Asia/Kolkata,AD-02,US_SHIFT,2,N,N,N,Attempt to reschedule demo within 48h or escalate
L100489,2026-06-05 10:37:00,2026-06-10 18:31:00,127.9,HIGH,Europe/London,AD-07,IST_SHIFT,3,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L100189,2026-06-30 20:32:00,2026-07-06 04:22:00,127.83333333333333,HIGH,Asia/Ho_Chi_Minh,AD-08,IST_SHIFT,2,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L104343,2026-06-04 20:21:00,2026-06-10 04:09:00,127.8,HIGH,Europe/London,AD-12,US_SHIFT,4,N,N,N,Attempt to reschedule demo within 48h or escalate
L100101,2026-06-25 18:55:00,2026-07-01 02:42:00,127.78333333333333,HIGH,Europe/London,AD-03,US_SHIFT,2,N,N,N,Attempt to reschedule demo within 48h or escalate
L100045,2026-07-21 22:41:00,2026-07-27 06:28:00,127.78333333333333,HIGH,Asia/Kolkata,AD-04,US_SHIFT,5,N,N,N,Attempt to reschedule demo within 48h or escalate
L102802,2026-07-15 23:38:00,2026-07-21 07:23:00,127.75,HIGH,America/New_York,AD-07,IST_SHIFT,3,N,N,N,Attempt to reschedule demo within 48h or escalate
L103607,2026-07-30 02:41:00,2026-08-04 10:19:00,127.63333333333334,HIGH,America/New_York,AD-06,IST_SHIFT,2,N,N,N,Attempt to reschedule demo within 48h or escalate
L104550,2026-06-23 15:57:00,2026-06-28 23:33:00,127.6,HIGH,Asia/Dubai,AD-01,US_SHIFT,2,N,N,N,Attempt to reschedule demo within 48h or escalate
L104212,2026-07-31 10:18:00,2026-08-05 17:53:00,127.58333333333333,HIGH,Asia/Dubai,AD-01,US_SHIFT,1,N,N,N,Attempt to reschedule demo within 48h or escalate
L100134,2026-07-04 17:14:00,2026-07-10 00:45:00,127.51666666666667,HIGH,America/New_York,AD-01,US_SHIFT,1,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L100912,2026-06-23 07:03:00,2026-06-28 14:27:00,127.4,HIGH,America/New_York,AD-10,SEA_SHIFT,4,N,N,N,Attempt to reschedule demo within 48h or escalate
L104265,2026-07-13 09:13:00,2026-07-18 16:33:00,127.33333333333333,HIGH,Asia/Ho_Chi_Minh,AD-07,IST_SHIFT,1,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L100969,2026-07-17 18:23:00,2026-07-23 01:40:00,127.28333333333333,HIGH,America/New_York,AD-07,IST_SHIFT,4,Y,Y,Y,Attempt to reschedule demo within 48h or escalate
L104936,2026-07-17 19:07:00,2026-07-23 02:14:00,127.11666666666666,HIGH,Asia/Dubai,AD-07,IST_SHIFT,3,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L102025,2026-06-20 02:48:00,2026-06-25 09:54:00,127.1,HIGH,Europe/London,AD-07,IST_SHIFT,1,N,N,N,Attempt to reschedule demo within 48h or escalate
L100027,2026-07-02 13:49:00,2026-07-07 20:53:00,127.06666666666666,HIGH,Europe/London,AD-02,US_SHIFT,2,N,N,N,Attempt to reschedule demo within 48h or escalate
L104654,2026-07-01 08:06:00,2026-07-06 15:06:00,127.0,HIGH,America/New_York,AD-10,SEA_SHIFT,5,N,N,N,Attempt to reschedule demo within 48h or escalate
L104776,2026-07-12 09:45:00,2026-07-17 16:43:00,126.96666666666667,HIGH,Asia/Singapore,AD-07,IST_SHIFT,1,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L103969,2026-06-30 08:18:00,2026-07-05 15:11:00,126.88333333333334,HIGH,America/New_York,AD-12,US_SHIFT,0,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L103975,2026-07-23 06:58:00,2026-07-28 13:41:00,126.71666666666667,HIGH,Asia/Ho_Chi_Minh,AD-11,SEA_SHIFT,2,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L100322,2026-06-09 08:42:00,2026-06-14 15:22:00,126.66666666666667,HIGH,Asia/Dubai,AD-07,IST_SHIFT,2,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L102898,2026-06-18 19:00:00,2026-06-24 01:39:00,126.65,HIGH,Asia/Ho_Chi_Minh,AD-01,US_SHIFT,3,N,N,N,Attempt to reschedule demo within 48h or escalate
L103728,2026-06-30 19:09:00,2026-07-06 01:31:00,126.36666666666666,HIGH,Australia/Sydney,AD-05,IST_SHIFT,4,N,N,N,Attempt to reschedule demo within 48h or escalate
L101101,2026-06-11 13:31:00,2026-06-16 19:46:00,126.25,HIGH,Asia/Riyadh,AD-02,US_SHIFT,3,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L102599,2026-06-01 22:08:00,2026-06-07 04:19:00,126.18333333333334,HIGH,Asia/Dubai,AD-01,US_SHIFT,3,N,N,N,Attempt to reschedule demo within 48h or escalate
L101315,2026-07-06 15:05:00,2026-07-11 21:13:00,126.13333333333334,HIGH,America/New_York,AD-01,US_SHIFT,2,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L101702,2026-07-23 02:30:00,2026-07-28 08:28:00,125.96666666666667,HIGH,Asia/Ho_Chi_Minh,AD-07,IST_SHIFT,6,N,N,N,Attempt to reschedule demo within 48h or escalate
L100446,2026-06-25 16:17:00,2026-06-30 22:02:00,125.75,HIGH,Asia/Kolkata,AD-03,US_SHIFT,1,N,N,N,Attempt to reschedule demo within 48h or escalate
L101514,2026-07-02 00:00:00,2026-07-07 05:43:00,125.71666666666667,HIGH,Asia/Ho_Chi_Minh,AD-12,US_SHIFT,0,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L102093,2026-07-05 02:28:00,2026-07-10 08:02:00,125.56666666666666,HIGH,Asia/Riyadh,AD-04,US_SHIFT,2,Y,Y,Y,Attempt to reschedule demo within 48h or escalate
L100509,2026-06-19 13:27:00,2026-06-24 18:56:00,125.48333333333333,HIGH,Asia/Dubai,AD-01,US_SHIFT,2,N,N,N,Attempt to reschedule demo within 48h or escalate
L101205,2026-06-11 19:45:00,2026-06-17 01:06:00,125.35,HIGH,Asia/Kolkata,AD-08,IST_SHIFT,0,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L101294,2026-06-06 23:52:00,2026-06-12 05:08:00,125.26666666666667,HIGH,Asia/Kolkata,AD-07,IST_SHIFT,2,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L102185,2026-06-07 03:45:00,2026-06-12 08:58:00,125.21666666666667,HIGH,Asia/Ho_Chi_Minh,AD-11,SEA_SHIFT,4,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L101360,2026-06-26 07:36:00,2026-07-01 12:46:00,125.16666666666667,HIGH,America/New_York,AD-04,US_SHIFT,3,Y,Y,Y,Attempt to reschedule demo within 48h or escalate
L101062,2026-07-29 14:58:00,2026-08-03 19:56:00,124.96666666666667,HIGH,Australia/Sydney,AD-09,IST_SHIFT,3,N,N,N,Attempt to reschedule demo within 48h or escalate
L104635,2026-06-19 02:56:00,2026-06-24 07:45:00,124.81666666666666,HIGH,Asia/Kolkata,AD-12,US_SHIFT,6,N,N,N,Attempt to reschedule demo within 48h or escalate
L100539,2026-07-01 22:06:00,2026-07-07 02:53:00,124.78333333333333,HIGH,Asia/Riyadh,AD-10,SEA_SHIFT,2,N,N,N,Attempt to reschedule demo within 48h or escalate
L104600,2026-07-31 11:49:00,2026-08-05 16:32:00,124.71666666666667,HIGH,Asia/Kolkata,AD-10,SEA_SHIFT,5,Y,N,N,Attempt to reschedule demo within 48h or escalate
L104153,2026-06-12 18:44:00,2026-06-17 23:26:00,124.7,HIGH,Asia/Ho_Chi_Minh,AD-09,IST_SHIFT,3,N,N,N,Attempt to reschedule demo within 48h or escalate
L100017,2026-06-23 06:22:00,2026-06-28 10:48:00,124.43333333333334,HIGH,Asia/Ho_Chi_Minh,AD-06,IST_SHIFT,3,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L101124,2026-07-06 12:39:00,2026-07-11 17:03:00,124.4,HIGH,America/New_York,AD-05,IST_SHIFT,4,N,N,N,Attempt to reschedule demo within 48h or escalate
L102005,2026-07-05 18:56:00,2026-07-10 23:18:00,124.36666666666666,HIGH,Asia/Ho_Chi_Minh,AD-04,US_SHIFT,3,Y,N,N,Attempt to reschedule demo within 48h or escalate
L103888,2026-07-12 07:44:00,2026-07-17 11:58:00,124.23333333333333,HIGH,Asia/Dubai,AD-06,IST_SHIFT,4,Y,N,N,Attempt to reschedule demo within 48h or escalate
L103068,2026-06-29 02:11:00,2026-07-04 06:20:00,124.15,HIGH,America/New_York,AD-04,US_SHIFT,0,N,N,N,Attempt to reschedule demo within 48h or escalate
L103724,2026-07-08 10:02:00,2026-07-13 14:09:00,124.11666666666666,HIGH,Australia/Sydney,AD-05,IST_SHIFT,1,N,N,N,Attempt to reschedule demo within 48h or escalate
L103269,2026-07-20 00:43:00,2026-07-25 04:41:00,123.96666666666667,HIGH,Asia/Dubai,AD-04,US_SHIFT,3,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L100412,2026-07-14 23:33:00,2026-07-20 03:20:00,123.78333333333333,HIGH,America/New_York,AD-03,US_SHIFT,5,Y,Y,Y,Attempt to reschedule demo within 48h or escalate
L102425,2026-06-08 22:57:00,2026-06-14 02:37:00,123.66666666666667,HIGH,Asia/Ho_Chi_Minh,AD-03,US_SHIFT,1,N,N,N,Attempt to reschedule demo within 48h or escalate
L100477,2026-06-06 15:52:00,2026-06-11 19:25:00,123.55,HIGH,America/New_York,AD-03,US_SHIFT,3,N,N,N,Attempt to reschedule demo within 48h or escalate
L103804,2026-06-07 03:48:00,2026-06-12 07:20:00,123.53333333333333,HIGH,America/New_York,AD-08,IST_SHIFT,3,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L104991,2026-07-09 09:58:00,2026-07-14 13:22:00,123.4,HIGH,Asia/Kolkata,AD-08,IST_SHIFT,1,N,N,N,Attempt to reschedule demo within 48h or escalate
L104109,2026-06-29 09:42:00,2026-07-04 13:04:00,123.36666666666666,HIGH,Asia/Ho_Chi_Minh,AD-08,IST_SHIFT,0,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L101136,2026-06-30 14:17:00,2026-07-05 17:38:00,123.35,HIGH,Australia/Sydney,AD-10,SEA_SHIFT,2,Y,Y,Y,Attempt to reschedule demo within 48h or escalate
L100621,2026-06-13 04:36:00,2026-06-18 07:55:00,123.31666666666666,HIGH,Asia/Singapore,AD-11,SEA_SHIFT,4,N,N,N,Attempt to reschedule demo within 48h or escalate
L103583,2026-07-14 02:24:00,2026-07-19 05:41:00,123.28333333333333,HIGH,Asia/Riyadh,AD-11,SEA_SHIFT,2,Y,N,N,Attempt to reschedule demo within 48h or escalate
L102926,2026-06-15 16:31:00,2026-06-20 19:47:00,123.26666666666667,HIGH,America/New_York,AD-05,IST_SHIFT,4,N,N,N,Attempt to reschedule demo within 48h or escalate
L101439,2026-06-10 00:57:00,2026-06-15 04:11:00,123.23333333333333,HIGH,Asia/Dubai,AD-06,IST_SHIFT,4,Y,N,N,Attempt to reschedule demo within 48h or escalate
L103320,2026-07-12 20:06:00,2026-07-17 23:18:00,123.2,HIGH,America/New_York,AD-02,US_SHIFT,1,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L104876,2026-07-30 16:24:00,2026-08-04 19:20:00,122.93333333333334,HIGH,America/New_York,AD-02,US_SHIFT,1,N,N,N,Attempt to reschedule demo within 48h or escalate
L101345,2026-07-18 09:35:00,2026-07-23 11:54:00,122.31666666666666,HIGH,America/New_York,AD-07,IST_SHIFT,1,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L100261,2026-07-23 17:33:00,2026-07-28 19:50:00,122.28333333333333,HIGH,Asia/Ho_Chi_Minh,AD-01,US_SHIFT,1,N,N,N,Attempt to reschedule demo within 48h or escalate
L102860,2026-07-31 09:27:00,2026-08-05 11:38:00,122.18333333333334,HIGH,Australia/Sydney,AD-07,IST_SHIFT,0,N,N,N,Attempt to reschedule demo within 48h or escalate
L100720,2026-06-24 21:49:00,2026-06-29 23:59:00,122.16666666666667,HIGH,Asia/Ho_Chi_Minh,AD-04,US_SHIFT,1,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L102805,2026-07-15 15:15:00,2026-07-20 17:24:00,122.15,HIGH,Asia/Dubai,AD-04,US_SHIFT,3,N,N,N,Attempt to reschedule demo within 48h or escalate
L102477,2026-06-21 00:08:00,2026-06-26 02:16:00,122.13333333333334,HIGH,Australia/Sydney,AD-01,US_SHIFT,3,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L101358,2026-06-02 01:35:00,2026-06-07 03:42:00,122.11666666666666,HIGH,Europe/London,AD-02,US_SHIFT,0,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L102861,2026-07-18 04:53:00,2026-07-23 06:59:00,122.1,HIGH,America/New_York,AD-08,IST_SHIFT,3,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L104383,2026-07-21 17:02:00,2026-07-26 18:59:00,121.95,HIGH,Asia/Dubai,AD-09,IST_SHIFT,2,N,N,N,Attempt to reschedule demo within 48h or escalate
L100409,2026-07-02 13:51:00,2026-07-07 15:42:00,121.85,HIGH,Asia/Riyadh,AD-02,US_SHIFT,1,N,N,N,Attempt to reschedule demo within 48h or escalate
L103619,2026-07-15 22:00:00,2026-07-20 23:39:00,121.65,HIGH,Asia/Singapore,AD-10,SEA_SHIFT,4,N,N,N,Attempt to reschedule demo within 48h or escalate
